plot_area,floors,total_area,city,quality,soil,cement_bags,steel_kg,bricks_count,total_cost_inr
4682,5,23410,pune,economy,rocky,8092,82762,398423,63295174
4733,2,9466,pune,luxury,clay,6658,54405,310069,48831590
1268,3,3804,bangalore,economy,clay,1431,14446,62120,11748385
980,5,4900,surat,standard,rocky,2010,20196,102784,14003745
4580,3,13740,delhi,economy,red,4693,44523,234920,40448270
2515,2,5030,mumbai,standard,black,2445,18611,92421,21039044
7239,2,14478,hyderabad,standard,rocky,6205,48219,307992,49401823
6020,1,6020,bangalore,standard,rocky,2592,20337,122407,21729883
6950,2,13900,kolkata,economy,clay,5281,40540,242671,36990837
8134,3,24402,chennai,standard,black,10421,110644,482206,84586714
1389,2,2778,ahmedabad,luxury,red,1728,13755,97045,12513738
2915,4,11660,pune,luxury,red,8268,70456,365600,55539121
7813,5,39065,mumbai,economy,sandy,13761,145194,695963,129825038
2495,5,12475,hyderabad,premium,black,7865,73085,322625,59776120
742,5,3710,ahmedabad,luxury,red,2443,24490,116455,16637115
1146,1,1146,mumbai,luxury,red,705,5930,36354,6703655
7039,4,28156,kolkata,premium,red,15123,144450,742931,106275656
9159,4,36636,chennai,premium,rocky,19563,204886,1027157,158780086
4508,1,4508,mumbai,economy,clay,1738,13937,73495,15553956
5261,3,15783,pune,premium,black,9814,92189,384950,70244165
5431,5,27155,chennai,premium,rocky,15927,159854,700356,114946657
1645,3,4935,kolkata,economy,red,1687,16872,86981,12305668
4792,5,23960,bangalore,premium,sandy,12873,125106,639645,108236535
6704,5,33520,surat,standard,rocky,13807,139879,661100,94631401
3907,3,11721,hyderabad,premium,red,6409,62597,292195,46073930
8964,2,17928,ahmedabad,economy,clay,6433,55019,303941,45520095
5367,1,5367,hyderabad,premium,clay,3238,25087,152517,23578186
2173,4,8692,chennai,standard,black,3841,38542,165812,31717892
4454,2,8908,chennai,luxury,rocky,6346,50038,286780,46171780
9164,5,45820,bangalore,standard,black,20384,211083,941488,171865916
525,3,1575,mumbai,standard,rocky,675,6770,31540,6347518
4175,1,4175,bangalore,standard,clay,1710,15200,76847,14614128
3592,5,17960,ahmedabad,economy,black,6293,69727,331526,46174490
1877,3,5631,delhi,economy,black,2179,21674,97412,18086370
4463,2,8926,lucknow,economy,red,2910,23967,150170,19470937
6438,1,6438,kolkata,premium,black,3706,30086,158684,27331459
9936,2,19872,ahmedabad,economy,sandy,7824,54305,330862,48013053
5431,4,21724,kolkata,standard,sandy,8512,90366,460168,66908274
3075,3,9225,lucknow,economy,clay,3617,33544,152632,21985750
6755,2,13510,kolkata,economy,rocky,5042,38717,226310,36015875
9084,4,36336,delhi,standard,rocky,16845,156385,715012,131501107
764,5,3820,pune,premium,black,2258,23527,97518,16780925
6961,1,6961,chennai,standard,sandy,2889,23773,140488,21458451
2679,3,8037,ahmedabad,premium,clay,4849,45969,212083,30702240
4776,3,14328,delhi,economy,red,4304,48191,238796,41332347
942,1,942,hyderabad,luxury,black,671,5425,30950,5409826
1531,1,1531,bangalore,premium,rocky,830,6638,39825,7056964
9220,5,46100,lucknow,luxury,black,32730,342993,1435355,213183328
3275,5,16375,ahmedabad,luxury,sandy,11779,108430,537250,74525312
5653,2,11306,hyderabad,premium,rocky,6440,51550,284383,49016615
3270,2,6540,chennai,standard,rocky,2790,22802,134426,20574250
1757,3,5271,pune,premium,clay,2980,28877,139251,22776759
5361,5,26805,chennai,standard,clay,12493,113447,528693,92566324
6328,3,18984,chennai,economy,rocky,6932,68736,330505,53521242
2257,2,4514,lucknow,luxury,clay,3347,25226,151777,20666531
7211,3,21633,lucknow,luxury,clay,15910,144681,679431,102869652
7994,4,31976,pune,standard,sandy,13527,131463,682811,99129527
2246,1,2246,surat,economy,red,743,5994,39005,5106487
4208,4,16832,lucknow,standard,rocky,7226,74745,355957,46530268
8267,5,41335,chennai,economy,clay,15746,159594,696441,117495876
4380,5,21900,kolkata,standard,red,8052,87823,442008,61708102
1161,3,3483,bangalore,luxury,sandy,1959,24245,104528,19709547
2378,3,7134,kolkata,economy,sandy,2617,23915,116759,18555134
5259,4,21036,chennai,luxury,rocky,14319,151272,667947,113607291
9275,3,27825,mumbai,standard,rocky,12370,122065,527673,112463517
746,2,1492,chennai,economy,clay,572,4454,25324,4342719
7748,4,30992,pune,premium,sandy,16859,174177,792585,127078006
1091,5,5455,chennai,luxury,black,4064,40245,173473,31145442
6196,5,30980,hyderabad,premium,red,16523,168590,768710,124080971
2774,3,8322,delhi,economy,rocky,2950,30685,142803,26650736
3593,4,14372,surat,luxury,sandy,8758,99528,475425,63075722
1848,5,9240,pune,standard,rocky,3909,41103,186776,29527665
7208,2,14416,kolkata,luxury,sandy,9864,77409,449234,66775155
5423,2,10846,hyderabad,premium,clay,5918,48886,274242,49495235
6599,4,26396,lucknow,premium,sandy,13902,147861,685723,89577778
7183,5,35915,bangalore,luxury,sandy,23490,242877,1072564,198237961
7711,1,7711,ahmedabad,luxury,red,5097,40765,250173,33025434
1980,1,1980,lucknow,premium,red,1063,8039,53727,6734385
6313,3,18939,chennai,standard,rocky,8535,75170,367871,60951046
511,4,2044,ahmedabad,premium,rocky,1162,12172,52021,7855911
1040,5,5200,surat,luxury,clay,3832,37461,166602,23772643
1985,2,3970,hyderabad,luxury,rocky,2730,21220,120686,21390607
758,4,3032,bangalore,premium,black,1926,18719,77788,14877542
6191,5,30955,mumbai,economy,sandy,11775,113612,502700,105334913
6179,5,30895,surat,economy,black,11597,116032,524366,77875776
4714,5,23570,chennai,standard,black,11883,108029,426984,83362223
2696,1,2696,kolkata,premium,rocky,1404,11495,66908,10937162
4912,4,19648,chennai,luxury,black,14622,148875,654743,111058064
8471,4,33884,kolkata,luxury,rocky,23718,229275,1009810,163018439
7647,2,15294,hyderabad,premium,rocky,8209,72424,387007,67929435
4456,2,8912,hyderabad,economy,rocky,2992,25871,142001,24644424
7543,2,15086,bangalore,standard,rocky,6230,50269,286299,54264056
7996,4,31984,mumbai,economy,black,12555,131062,563481,117531151
9974,4,39896,ahmedabad,premium,rocky,22738,235262,949167,153279527
5993,1,5993,bangalore,premium,black,3879,28654,156348,29304245
9932,3,29796,surat,luxury,red,18698,184793,922551,121532094
2293,2,4586,bangalore,standard,clay,2025,16926,88899,16567385
4655,3,13965,surat,premium,sandy,8027,77236,354737,51544457
6541,3,19623,pune,premium,black,10783,114888,521168,87321531
1917,3,5751,lucknow,premium,rocky,3436,30122,148325,22040070
5739,5,28695,kolkata,economy,clay,11665,103902,468152,77133940
2316,5,11580,hyderabad,luxury,clay,7961,80535,367973,64549968
2822,3,8466,chennai,luxury,sandy,6255,60021,261506,43661815
8901,3,26703,lucknow,standard,clay,11448,117671,534035,73712033
6104,4,24416,mumbai,standard,black,10264,115003,486739,104367663
7445,1,7445,lucknow,luxury,red,5346,38618,239117,30977583
1479,4,5916,bangalore,economy,clay,2350,21149,103049,18492877
607,5,3035,pune,standard,sandy,1328,12984,63065,9147330
8808,3,26424,lucknow,premium,red,14534,141741,690644,88608091
1318,1,1318,mumbai,luxury,black,929,7631,40722,9188776
5043,4,20172,ahmedabad,economy,clay,7157,75125,319764,50587134
1302,2,2604,bangalore,luxury,red,1562,13512,80969,13460831
9323,1,9323,pune,luxury,rocky,6245,52733,304741,46013777
904,1,904,chennai,economy,rocky,312,2627,14839,2474615
1065,4,4260,kolkata,standard,rocky,1769,18228,88349,13027960
8114,2,16228,hyderabad,luxury,black,11806,92086,512389,92653002
4562,5,22810,bangalore,luxury,black,17151,164269,670581,133452272
8135,2,16270,mumbai,standard,rocky,7013,58920,313476,64924793
5217,4,20868,pune,standard,rocky,8467,90358,434574,68514436
1082,3,3246,mumbai,economy,clay,1223,12044,54260,10873992
1946,5,9730,ahmedabad,standard,black,4069,42984,204086,30442437
5291,3,15873,pune,standard,black,8275,73228,331640,53989082
624,1,624,delhi,luxury,clay,444,3527,19365,3883766
5256,2,10512,chennai,economy,rocky,3654,30832,192371,29979528
5562,3,16686,lucknow,standard,clay,7914,69119,316160,48519697
1010,5,5050,delhi,economy,sandy,1697,18138,87255,15211470
6240,2,12480,surat,economy,red,4454,33356,221607,28585181
3167,1,3167,hyderabad,luxury,clay,2098,17634,99458,17585354
1383,1,1383,surat,luxury,red,916,7031,45508,5943801
8769,5,43845,ahmedabad,luxury,red,27738,271133,1389091,191271920
2096,4,8384,mumbai,economy,sandy,3059,30820,152815,27890949
1261,1,1261,kolkata,standard,clay,549,4315,24675,4012823
6937,2,13874,hyderabad,luxury,rocky,9097,80021,437883,73380815
9034,5,45170,kolkata,premium,rocky,23300,257908,1084738,185134981
5789,5,28945,delhi,standard,clay,13062,122989,587830,108666206
2660,5,13300,surat,premium,sandy,7959,73778,324572,49515920
4432,4,17728,mumbai,economy,clay,7030,64439,284835,63218471
5470,1,5470,surat,luxury,black,3973,32234,168499,27409861
8351,2,16702,chennai,economy,sandy,5730,46768,280425,43351330
2866,4,11464,chennai,economy,rocky,4581,42347,210457,31323031
7139,1,7139,surat,luxury,red,5188,36481,220429,29362022
6188,3,18564,mumbai,economy,rocky,6867,67709,333318,65609990
9341,3,28023,bangalore,premium,clay,14478,159573,659600,131804075
2743,5,13715,kolkata,standard,clay,5761,62873,272422,44455761
4035,1,4035,pune,economy,clay,1474,11935,67776,10739838
8489,2,16978,chennai,standard,clay,7478,60882,342187,58185108
9445,1,9445,chennai,standard,sandy,3862,33023,164562,30346990
1664,4,6656,surat,premium,black,4001,37727,175169,25925094
3211,2,6422,kolkata,premium,red,3238,25832,153382,23828159
1204,2,2408,chennai,economy,rocky,899,7159,40744,6651646
5896,2,11792,ahmedabad,luxury,rocky,7991,66548,395252,53210035
4381,2,8762,ahmedabad,economy,rocky,3126,26230,150155,21873264
5712,4,22848,kolkata,premium,sandy,12549,123101,545655,91996836
6267,4,25068,delhi,economy,red,8657,86681,455324,73646464
9121,4,36484,lucknow,standard,clay,17642,163623,723443,99202777
5979,4,23916,lucknow,standard,black,11009,111874,467004,73052436
1969,1,1969,chennai,economy,black,847,6539,31972,5842360
3924,4,15696,lucknow,premium,rocky,8327,86104,392484,56925553
4870,1,4870,bangalore,economy,black,1879,15360,79699,15237551
4218,5,21090,ahmedabad,luxury,sandy,15144,148731,735640,98367446
7075,5,35375,bangalore,economy,red,11465,119470,630008,100242205
5222,5,26110,chennai,economy,rocky,10797,91858,442666,74549167
4223,4,16892,bangalore,standard,red,7090,67106,303444,55527855
9061,3,27183,pune,premium,sandy,15460,149172,697573,109091097
7494,5,37470,lucknow,premium,clay,19592,215846,1009485,137404138
1230,1,1230,surat,standard,sandy,560,4091,24520,3414489
7550,4,30200,chennai,luxury,black,23438,229423,963718,175088264
658,4,2632,chennai,economy,red,879,9260,45904,6842867
7074,3,21222,lucknow,luxury,sandy,14852,139419,628070,90509368
6763,1,6763,bangalore,premium,rocky,3780,30598,180655,30340352
4986,5,24930,ahmedabad,economy,clay,9489,88177,434580,63113241
7985,1,7985,lucknow,economy,clay,3168,25042,147927,19009635
4709,5,23545,delhi,economy,rocky,9482,84812,399161,73602445
4662,4,18648,hyderabad,economy,clay,6739,71445,310516,53935543
8787,2,17574,delhi,luxury,red,10399,88170,591795,93921329
7156,1,7156,lucknow,luxury,rocky,5315,39526,227599,32154458
9511,2,19022,pune,luxury,black,13985,112923,600527,103780485
4571,1,4571,surat,economy,rocky,1610,13648,82889,11269914
2974,4,11896,ahmedabad,economy,sandy,4345,43244,206862,29043844
9896,3,29688,lucknow,luxury,red,19995,184062,1049380,123346583
6281,2,12562,mumbai,standard,sandy,5307,40950,249660,49218162
9775,3,29325,delhi,premium,black,18033,178494,805369,150451523
4763,2,9526,ahmedabad,economy,clay,3543,28344,156939,24978337
7877,5,39385,hyderabad,premium,red,21296,213994,1046495,162289989
2277,5,11385,chennai,standard,rocky,4795,49581,214922,37985889
1137,3,3411,pune,economy,clay,1248,12753,55356,9582519
1202,1,1202,lucknow,economy,red,379,3285,19429,2633486
4452,1,4452,lucknow,premium,rocky,2535,20470,113322,16228920
5408,5,27040,ahmedabad,premium,black,14730,168988,724868,108651032
2349,4,9396,delhi,economy,black,3634,37422,162995,30269724
8995,4,35980,pune,standard,black,16257,166382,755855,126777915
6824,4,27296,surat,luxury,sandy,17787,182298,907551,122552769
5326,1,5326,mumbai,premium,black,3169,26802,126037,29783734
4105,5,20525,ahmedabad,luxury,red,12899,133813,678525,86432525
1686,1,1686,kolkata,luxury,rocky,1166,8685,53685,8313605
3791,3,11373,chennai,economy,black,4432,43414,187178,33905094
7395,4,29580,mumbai,economy,black,11620,113928,494166,106027701
2244,1,2244,hyderabad,standard,rocky,980,8170,41966,7381362
1951,3,5853,pune,economy,black,2400,22817,98760,17041954
7702,3,23106,mumbai,premium,sandy,13411,128492,602870,116482090
9879,4,39516,delhi,luxury,rocky,28146,272807,1304719,238709330
9208,5,46040,mumbai,standard,clay,22211,202858,964402,189865151
3556,4,14224,chennai,standard,sandy,6318,57006,284369,46242557
4270,2,8540,mumbai,premium,black,5272,39612,233877,46692498
1442,1,1442,lucknow,premium,black,857,7011,37103,5426787
4622,4,18488,pune,luxury,rocky,12085,127903,576466,96843748
736,2,1472,chennai,standard,black,658,5184,30840,5207924
7461,4,29844,bangalore,luxury,black,22002,219435,863531,176435105
3946,3,11838,mumbai,standard,red,4489,48804,221181,43603834
1638,1,1638,chennai,premium,sandy,879,7441,40668,6928589
9149,3,27447,chennai,premium,rocky,16388,156130,696744,118309205
6939,2,13878,delhi,luxury,black,10774,83354,487419,88374224
6696,5,33480,kolkata,economy,clay,12018,122466,631128,91518418
5341,5,26705,kolkata,standard,sandy,11354,116532,515716,79184216
6601,1,6601,lucknow,economy,clay,2556,19176,111169,16368155
1094,5,5470,lucknow,standard,rocky,2234,23469,120798,15338363
6181,5,30905,mumbai,luxury,red,19735,201030,928512,182224299
1908,2,3816,ahmedabad,economy,sandy,1222,10512,64243,9455722
4598,3,13794,ahmedabad,luxury,clay,9595,94415,430839,65118749
9767,3,29301,pune,luxury,clay,18512,202056,887719,152532638
3196,1,3196,pune,luxury,black,2327,16785,99403,17009351
3927,1,3927,lucknow,standard,rocky,1636,13366,80602,10497321
2061,4,8244,hyderabad,luxury,sandy,5483,58146,271236,43699651
2115,3,6345,chennai,economy,sandy,2137,23254,112241,17416747
5106,5,25530,surat,premium,clay,14046,144718,705621,96471082
8887,4,35548,bangalore,standard,red,14358,139624,736072,119047095
2946,2,5892,ahmedabad,premium,rocky,3190,27407,151356,21896346
5766,2,11532,ahmedabad,standard,clay,5489,38849,218779,33315037
1325,4,5300,surat,luxury,black,3856,39183,169674,25029789
7292,4,29168,delhi,luxury,rocky,22023,200981,902035,170204567
6465,1,6465,ahmedabad,luxury,black,4910,40217,212515,32818071
7901,5,39505,hyderabad,standard,sandy,17275,159812,811536,127840705
5690,4,22760,surat,premium,black,12652,130804,622868,91283168
3441,3,10323,hyderabad,premium,black,5589,64300,277401,46997728
9208,2,18416,pune,economy,clay,7170,53593,317361,50993477
8365,4,33460,lucknow,economy,clay,12876,127140,573717,79418924
3557,4,14228,kolkata,economy,black,5592,54567,241316,40887021
7553,2,15106,ahmedabad,premium,rocky,8348,65621,406954,55229182
5369,4,21476,lucknow,standard,red,8001,88983,417429,56031351
3654,2,7308,kolkata,economy,clay,2927,21326,113782,20232127
6677,5,33385,ahmedabad,premium,rocky,18859,188341,847908,124931498
833,2,1666,delhi,luxury,clay,1190,9231,55306,10082542
2624,5,13120,hyderabad,economy,sandy,4849,46633,225540,36289512
5164,4,20656,hyderabad,luxury,red,13459,130091,629681,102421465
4590,2,9180,chennai,economy,red,3222,26700,155325,23276290
5218,1,5218,surat,luxury,clay,3553,29099,180350,24141410
5658,5,28290,mumbai,luxury,rocky,18512,194298,903036,185288233
8940,2,17880,bangalore,premium,black,10325,84225,488564,85917765
2442,5,12210,surat,luxury,sandy,8831,86734,435499,53277579
4111,4,16444,chennai,economy,black,6525,63399,278553,48128490
4630,2,9260,chennai,standard,sandy,4116,29568,189530,29360723
4742,3,14226,kolkata,economy,sandy,4994,47725,240022,36619588
6596,1,6596,delhi,economy,rocky,2521,18737,108787,20844706
3555,3,10665,bangalore,premium,red,5499,56395,285864,46736567
5886,3,17658,ahmedabad,standard,rocky,7523,75236,343425,52241848
9052,5,45260,kolkata,luxury,sandy,29423,296436,1474239,218624889
9272,1,9272,hyderabad,standard,rocky,3928,31561,196798,31302344
4270,5,21350,bangalore,premium,clay,12698,123182,562820,101049985
2264,4,9056,ahmedabad,luxury,black,6311,65570,309916,45478049
4778,5,23890,delhi,luxury,sandy,16384,156006,798758,138821376
3542,3,10626,chennai,standard,clay,4612,44805,224013,36976605
1474,1,1474,delhi,luxury,sandy,1005,7738,45140,8205843
9567,1,9567,hyderabad,economy,black,3572,28964,164207,28033241
4480,1,4480,pune,luxury,clay,3464,25584,139840,24225586
4230,3,12690,surat,standard,black,5604,58762,258461,38372394
862,5,4310,ahmedabad,standard,red,1776,16558,84275,11686087
6903,1,6903,ahmedabad,luxury,black,5200,40350,217963,35119921
5551,2,11102,ahmedabad,economy,clay,4337,32968,182684,27638625
4647,4,18588,chennai,luxury,clay,12450,123109,591701,97173381
1059,3,3177,ahmedabad,premium,red,1502,16049,72232,11178380
7411,3,22233,surat,economy,rocky,7877,80238,407073,52793008
4251,2,8502,bangalore,luxury,black,5771,47951,271152,53395536
2594,4,10376,surat,economy,rocky,3535,39181,183117,25591669
4106,3,12318,delhi,premium,sandy,6546,65449,308631,56689666
7836,3,23508,kolkata,premium,rocky,13350,132263,592161,94235651
5696,5,28480,pune,economy,rocky,10728,101940,464251,75450286
4587,5,22935,ahmedabad,standard,rocky,10804,100265,447738,67986915
4296,5,21480,ahmedabad,premium,sandy,12012,117105,553136,78539232
8462,4,33848,lucknow,economy,clay,13442,123193,550207,81572846
1725,5,8625,surat,luxury,black,6014,65091,274857,41565144
2933,3,8799,kolkata,premium,red,4839,47350,232759,32995764
7993,4,31972,bangalore,luxury,rocky,20313,215231,934417,177152410
5037,5,25185,surat,premium,clay,16079,142454,643046,97283241
9039,2,18078,lucknow,premium,red,9775,77883,461517,60748269
7934,5,39670,pune,standard,rocky,16773,170697,786972,126571836
8121,2,16242,delhi,economy,red,5471,44550,273098,47544459
2117,1,2117,mumbai,economy,red,741,5732,38243,6424862
6676,5,33380,pune,economy,red,11072,108210,578016,80478319
3025,4,12100,lucknow,economy,black,4561,48648,218074,30094990
796,1,796,lucknow,luxury,red,496,3733,25511,3332502
565,4,2260,mumbai,premium,clay,1244,12883,57482,12346065
7065,4,28260,kolkata,standard,sandy,11589,122684,601375,87917510
3663,1,3663,pune,economy,clay,1369,11005,62405,9815468
9830,4,39320,delhi,economy,sandy,13326,143981,660051,118836566
9928,4,39712,kolkata,economy,red,13413,140582,648141,93811807
9691,1,9691,pune,luxury,red,6078,48953,317706,44224768
6946,1,6946,kolkata,luxury,rocky,4612,37281,217767,34673277
7362,4,29448,pune,premium,sandy,14750,165450,782327,119402261
5095,3,15285,kolkata,standard,clay,6639,67754,308501,47687255
9470,5,47350,delhi,standard,sandy,16787,199180,996398,165694011
9945,3,29835,pune,standard,sandy,12945,119948,611865,91560923
2257,2,4514,delhi,standard,rocky,1974,15087,89287,16193287
1432,5,7160,surat,luxury,sandy,4547,45386,239845,31468244
5909,2,11818,ahmedabad,economy,sandy,4179,32289,198780,28984717
3334,3,10002,hyderabad,economy,sandy,3420,36610,164711,27629058
2404,3,7212,ahmedabad,standard,black,3341,34514,146764,23092931
4046,2,8092,delhi,economy,sandy,2796,23561,137863,24218788
5679,1,5679,ahmedabad,economy,red,1961,15843,96316,13073921
8460,2,16920,mumbai,premium,rocky,10452,74233,481861,88307595
1209,4,4836,lucknow,luxury,sandy,3219,33504,163751,20727760
5809,4,23236,chennai,standard,rocky,10082,98726,459017,77810360
1296,4,5184,chennai,economy,red,1774,17172,84728,13364153
7870,4,31480,mumbai,luxury,red,19958,206552,974105,185821037
5991,3,17973,kolkata,premium,sandy,9845,103028,464305,70189423
2588,1,2588,hyderabad,economy,rocky,957,7765,45811,7434080
6937,2,13874,ahmedabad,luxury,rocky,9408,72802,460442,65584174
6727,1,6727,kolkata,luxury,red,4038,34355,205897,30506108
7650,4,30600,bangalore,economy,sandy,10884,116639,531816,87448405
4119,5,20595,lucknow,standard,red,8507,83015,390091,52590204
2416,5,12080,bangalore,premium,red,5915,59799,323892,51310356
1331,2,2662,surat,premium,clay,1493,12202,64793,9900116
2377,4,9508,delhi,luxury,rocky,6926,63439,309918,56861334
1193,3,3579,surat,luxury,sandy,2516,24172,117626,15891657
6473,2,12946,pune,economy,clay,4949,38946,222980,35858414
1274,4,5096,chennai,premium,clay,2939,27997,137517,21714565
5601,2,11202,lucknow,standard,red,4447,36928,214560,29006847
2211,2,4422,ahmedabad,standard,red,1676,13148,91515,11778099
4167,3,12501,ahmedabad,premium,clay,7253,73530,317247,47673637
5900,1,5900,kolkata,luxury,red,3440,29724,183012,27097233
2181,4,8724,pune,luxury,black,6314,63345,281625,47428492
9515,4,38060,kolkata,luxury,red,24140,239253,1193781,178400170
6358,1,6358,ahmedabad,standard,sandy,2592,21619,125880,18259293
3340,4,13360,hyderabad,premium,black,7549,81647,361355,62045791
8302,2,16604,ahmedabad,economy,red,5250,47030,287192,38762677
6430,2,12860,surat,economy,sandy,4935,36623,218391,29647576
2560,3,7680,hyderabad,economy,black,2967,30156,128582,23489964
9864,1,9864,pune,standard,black,4987,37124,200571,32737910
936,5,4680,bangalore,economy,rocky,1709,17208,84750,13825816
1903,1,1903,mumbai,economy,red,647,5184,31930,6093131
4738,5,23690,hyderabad,economy,clay,9237,88613,419392,70098782
9197,1,9197,hyderabad,premium,rocky,5172,42723,220150,39231491
1179,3,3537,mumbai,economy,black,1313,13109,63072,12701405
4196,2,8392,chennai,standard,sandy,3479,27769,176427,26436074
6526,2,13052,surat,premium,sandy,7311,58450,352117,47299161
2272,5,11360,ahmedabad,luxury,clay,7656,80906,350434,54034132
3196,2,6392,pune,economy,clay,2264,18822,108913,17785485
7041,1,7041,kolkata,standard,rocky,3238,24023,156065,22399114
2761,4,11044,kolkata,premium,black,6584,69711,266831,47068617
3320,1,3320,pune,luxury,clay,2385,19379,105624,17342003
6571,1,6571,lucknow,luxury,red,4085,33052,218569,27308138
2605,2,5210,mumbai,premium,clay,3108,24469,139110,27476746
2006,4,8024,bangalore,standard,rocky,3098,35961,163250,27542566
6182,3,18546,ahmedabad,luxury,red,11610,122426,568106,81090503
2877,2,5754,bangalore,premium,red,3081,24702,158233,24522446
6105,4,24420,chennai,economy,clay,9401,91883,409686,68827191
4096,4,16384,ahmedabad,economy,black,6620,68398,272690,45333516
3555,5,17775,hyderabad,economy,black,6851,71982,314527,54177462
6087,3,18261,ahmedabad,luxury,sandy,12540,122441,587307,82239232
3677,4,14708,lucknow,economy,red,4722,48255,262784,31473181
7461,3,22383,bangalore,standard,sandy,9062,96002,442592,78374191
8545,2,17090,hyderabad,standard,black,8435,61704,326379,60513231
4261,4,17044,lucknow,standard,red,7225,69891,350511,43831807
2855,4,11420,lucknow,luxury,red,6655,74286,389248,46263105
683,4,2732,lucknow,economy,red,982,9643,48402,6023388
2007,1,2007,surat,premium,sandy,1037,8993,54843,7604655
6223,1,6223,lucknow,premium,sandy,3422,27566,164147,22221636
2700,3,8100,hyderabad,standard,rocky,3452,35992,169326,27105153
7143,5,35715,lucknow,economy,black,14064,138021,611890,89203416
6696,2,13392,hyderabad,economy,red,4615,35835,215046,35310894
7366,5,36830,lucknow,luxury,clay,24057,264247,1260791,169194510
5808,1,5808,delhi,premium,red,3004,22733,147366,25956410
7508,2,15016,mumbai,economy,black,5948,45541,233067,53140176
6555,5,32775,delhi,luxury,red,20651,210968,1060442,179648867
7000,2,14000,delhi,economy,rocky,5171,38535,221594,43958142
8095,3,24285,delhi,standard,black,11334,105409,455209,93855142
6464,3,19392,bangalore,economy,red,6252,61871,350174,53649126
9222,4,36888,kolkata,luxury,red,23491,234153,1088126,168631407
8289,5,41445,bangalore,premium,clay,24440,234394,1049290,198477540
6137,3,18411,bangalore,premium,sandy,8663,105406,455210,81607394
5259,4,21036,surat,luxury,rocky,15703,143678,658859,93809420
1583,3,4749,chennai,premium,rocky,2621,27584,129189,20173390
3913,2,7826,ahmedabad,premium,sandy,4068,32007,210037,28282241
8531,2,17062,kolkata,standard,clay,7762,58778,312375,53501113
2569,1,2569,chennai,luxury,clay,1768,15167,84276,13356649
9144,3,27432,delhi,economy,clay,9660,105091,483834,86451913
9917,1,9917,chennai,premium,black,6074,48535,259329,45309259
9949,2,19898,hyderabad,economy,sandy,7117,57050,362128,56093426
2758,2,5516,pune,premium,red,2968,23299,140345,21034131
1403,1,1403,pune,premium,clay,835,6555,36653,5679911
5007,5,25035,chennai,standard,red,10201,100855,501617,76110839
9676,5,48380,pune,economy,clay,18970,187808,808613,129016616
5797,3,17391,mumbai,economy,black,6794,66051,282892,64514305
1965,5,9825,ahmedabad,premium,rocky,5168,57870,265749,36472117
6160,3,18480,bangalore,premium,rocky,10927,104038,446497,84229795
7734,5,38670,surat,luxury,sandy,24509,265352,1243973,171654979
9678,1,9678,surat,economy,red,3243,26858,169967,21646589
7224,3,21672,ahmedabad,economy,sandy,7302,82117,376239,52814579
5774,5,28870,chennai,standard,rocky,12554,121524,552741,92810103
4529,2,9058,delhi,premium,clay,5253,42467,230737,44205390
7207,3,21621,pune,economy,rocky,7331,79063,361048,59175522
2290,1,2290,surat,economy,red,710,6035,40267,5285334
9857,4,39428,surat,standard,red,16116,154160,689472,105942634
1629,3,4887,ahmedabad,economy,black,1994,19811,84222,12729401
2139,2,4278,mumbai,standard,rocky,1933,15407,87023,17020442
8993,3,26979,mumbai,standard,rocky,11525,118605,470138,109113831
8018,3,24054,lucknow,standard,clay,11088,104885,489939,67969192
3766,4,15064,surat,economy,rocky,5448,56996,269336,36885710
943,3,2829,kolkata,premium,black,1658,17668,71615,12482506
2134,1,2134,mumbai,economy,red,752,5693,37451,6741075
6692,3,20076,hyderabad,standard,clay,8154,85790,398739,68510697
3112,1,3112,ahmedabad,economy,clay,1087,9875,49623,8045037
9184,5,45920,pune,premium,clay,26763,257884,1175955,186787576
1051,1,1051,kolkata,luxury,black,788,6378,34971,5556583
1820,4,7280,lucknow,standard,black,3226,33344,144535,21190026
6542,1,6542,bangalore,standard,clay,3146,23218,137493,23557058
9322,1,9322,hyderabad,premium,clay,5112,39967,252431,40917163
7621,1,7621,surat,economy,black,3082,23631,133922,20519129
8032,1,8032,ahmedabad,premium,rocky,4387,36915,210332,29512805
7911,4,31644,hyderabad,luxury,clay,22072,222005,952571,176911238
516,5,2580,kolkata,economy,black,1031,9976,42287,7333763
7520,1,7520,kolkata,luxury,rocky,5292,43033,251096,35798075
6974,4,27896,bangalore,standard,clay,12553,117044,559687,100534744
7824,1,7824,delhi,economy,sandy,3077,23680,132310,23495301
4161,5,20805,mumbai,economy,sandy,7487,69742,349094,70363868
4781,1,4781,lucknow,economy,sandy,1680,13608,84743,11056805
7654,5,38270,hyderabad,standard,clay,17855,165942,814344,128773559
5123,2,10246,delhi,economy,black,3917,32328,175567,34919225
4388,1,4388,lucknow,luxury,rocky,2991,23562,154890,19600590
9931,2,19862,surat,luxury,black,14567,114203,657839,93687658
5958,4,23832,pune,standard,red,10352,96865,474186,71868918
7267,1,7267,chennai,standard,rocky,2825,25035,138162,23232500
9554,4,38216,lucknow,premium,red,18932,198659,960861,130374010
1210,1,1210,ahmedabad,premium,clay,674,5606,32288,4717842
2599,3,7797,lucknow,standard,black,3642,36483,164659,23648103
3623,5,18115,hyderabad,premium,rocky,10136,102303,496776,78829006
5299,4,21196,delhi,standard,red,8034,86992,417716,71935733
